,string_text
2277,"29. Ulcerate - Stare Into Death and Be Still
"
2278,"30. Defeated Sanity - The Sanguinary Impetus
"
2279,"31. Paysage D'Hiver - Im Wald
"
2280,"32. Napalm Death - Throes of Joy in the Jaws of Defeatism
"
2281,"33. Phoebe Bridgers - Punisher
"
2282,"34. Actress - Karma & Desire
"
2283,"35. Fleet Foxes - Shore
"
2284,"36. Material Girl - Tangram
"
2285,"37. Sturgill Simpson - Cuttin' Grass - Vol. 1
"
2286,"38. R.A.P. Ferreira - Purple Moonlight Pages
"
2287,"39. tricot - 真っ黒
"
2288,"40. Freddie Gibbs & Alchemist - Alfredo
"
2289,"12/2/20 1:44 AM0REPLY
"
2290,"12/2/20 4:02 AM0REPLY
"
2291,"12/2/20 4:19 AM+1REPLY
"
2292,"12/2/20 5:05 AM0REPLY
"
2293,"12/2/20 6:49 AM+1REPLY
"
2294,"12/2/20 6:54 AM+1REPLY
"
2295,"12/2/20 7:55 AM+1REPLY
"
2296,"12/2/20 9:29 AM0REPLY
"
2297,"700+ comments later:
"
2298,"1) Perfume Genius
"
2299,"2) Elvis Depressedly
"
2300,"3) Destroyer
"
2301,"4) Nap Eyes
"
2302,"5) Yves Tumor
"
2303,"6) Grimes
"
2304,"7) Westerman
"
2305,"8) Four Tet
"
2306,"9) Tame Impala
"
2307,"10) Haim
"
2308,"11) Killers
"
2309,"12) I Break Horses
"
2310,"13) Ruby Haunt
"
2311,"14) Cut Copy
"
2312,"15) Caribou
"
2313,"16) Waxahatchee
"
2314,"17) Kelly Lee Owens
"
2315,"18) Land of Talk
"
2316,"19) Fleet Foxes
"
2317,"20) RVG
"
2318,"12/2/20 7:07 AM0REPLY
"
2319,"12/2/20 8:32 AM+1REPLY
"
2320,"070 Shake - Modus Vivendi
"
2321,"12/2/20 9:06 AM0REPLY
"
